

app  = cjpeg
algo = singlecut
arch = virtex
opt  = -ise-alarm-stop=3600 -ise-archi-max-input=2 -ise-archi-max-output=1
gcc =   -emit-llvm
# calculating candidates
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 2
===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 0.0729 seconds (0.0723 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  ---Mem---  --- Name ---
   0.0669 ( 95.7%)   0.0030 (100.0%)   0.0699 ( 95.8%)   0.0694 ( 96.0%)      11808  instruction-set extension (identification & selection)
   0.0019 (  2.8%)   0.0000 (  0.0%)   0.0019 (  2.7%)   0.0016 (  2.3%)        136  Module Verifier
   0.0009 (  1.4%)   0.0000 (  0.0%)   0.0009 (  1.3%)   0.0011 (  1.5%)      10000  Dominator Tree Construction
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)          0  Preliminary module verification
   0.0699 (100.0%)   0.0030 (100.0%)   0.0729 (100.0%)   0.0723 (100.0%)      21944  TOTAL

# calculating benchmarking results
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 2
DAG_size	, msecs		, it	, candidate_found
2		, 0.02390	, 4184	, 0
2		, 0.02408	, 4153	, 0
2		, 0.02414	, 4143	, 0
2		, 0.02431	, 4114	, 0
2		, 0.02431	, 4113	, 0
2		, 0.02435	, 4106	, 0
2		, 0.02440	, 4099	, 0
2		, 0.02441	, 4097	, 0
2		, 0.02446	, 4088	, 0
2		, 0.02449	, 4084	, 0
2		, 0.02455	, 4074	, 0
2		, 0.02457	, 4070	, 0
2		, 0.02468	, 4052	, 0
2		, 0.02478	, 4035	, 0
2		, 0.02491	, 4015	, 0
2		, 0.02491	, 4014	, 0
2		, 0.02491	, 4014	, 0
2		, 0.02493	, 4011	, 0
2		, 0.02499	, 4001	, 0
2		, 0.02501	, 3998	, 0
2		, 0.02505	, 3992	, 0
2		, 0.02511	, 3983	, 0
2		, 0.02528	, 3955	, 0
2		, 0.02539	, 3939	, 0
2		, 0.02541	, 3935	, 0
2		, 0.02544	, 3931	, 0
2		, 0.02552	, 3918	, 0
3		, 0.02873	, 3481	, 0
3		, 0.02900	, 3448	, 0
3		, 0.02904	, 3444	, 0
3		, 0.02940	, 3401	, 0
3		, 0.02948	, 3392	, 0
3		, 0.02981	, 3355	, 0
3		, 0.02986	, 3349	, 0
3		, 0.02994	, 3340	, 0
3		, 0.03018	, 3314	, 0
3		, 0.03020	, 3311	, 0
3		, 0.03025	, 3306	, 0
3		, 0.03055	, 3273	, 1
3		, 0.03070	, 3257	, 1
3		, 0.03109	, 3216	, 1
3		, 0.03113	, 3212	, 1
3		, 0.03142	, 3183	, 1
3		, 0.03171	, 3154	, 1
3		, 0.03172	, 3153	, 1
3		, 0.03300	, 3030	, 3
3		, 0.03348	, 2987	, 3
3		, 0.03382	, 2957	, 3
3		, 0.03391	, 2949	, 3
3		, 0.03399	, 2942	, 1
3		, 0.03431	, 2915	, 3
3		, 0.03453	, 2896	, 3
4		, 0.03448	, 2900	, 0
4		, 0.03526	, 2836	, 1
4		, 0.03667	, 2727	, 1
4		, 0.03765	, 2656	, 1
4		, 0.03821	, 2617	, 1
4		, 0.03839	, 2605	, 1
4		, 0.04036	, 2478	, 3
4		, 0.04040	, 2475	, 3
4		, 0.04088	, 2446	, 1
4		, 0.04117	, 2429	, 3
5		, 0.04511	, 2217	, 3
5		, 0.04677	, 2138	, 3
5		, 0.04766	, 2098	, 3
5		, 0.05615	, 1781	, 4
5		, 0.05692	, 1757	, 4
5		, 0.05701	, 1754	, 4
5		, 0.05705	, 1753	, 4
5		, 0.05760	, 1736	, 4
5		, 0.05790	, 1727	, 4
5		, 0.05811	, 1721	, 4
5		, 0.05817	, 1719	, 4
6		, 0.04513	, 2216	, 1
6		, 0.04936	, 2026	, 1
6		, 0.05353	, 1868	, 3
6		, 0.05426	, 1843	, 3
6		, 0.05479	, 1825	, 3
6		, 0.05516	, 1813	, 3
6		, 0.05593	, 1788	, 4
7		, 0.06464	, 1547	, 5
7		, 0.06623	, 1510	, 5
7		, 0.06653	, 1503	, 5
7		, 0.06671	, 1499	, 5
7		, 0.06716	, 1489	, 5
7		, 0.06720	, 1488	, 5
7		, 0.06720	, 1488	, 5
7		, 0.06739	, 1484	, 5
7		, 0.06739	, 1484	, 5
7		, 0.06743	, 1483	, 5
7		, 0.06757	, 1480	, 5
7		, 0.06761	, 1479	, 5
7		, 0.06770	, 1477	, 5
7		, 0.06775	, 1476	, 5
7		, 0.06789	, 1473	, 5
7		, 0.06798	, 1471	, 5
7		, 0.06803	, 1470	, 5
7		, 0.06812	, 1468	, 5
7		, 0.06817	, 1467	, 5
7		, 0.06868	, 1456	, 4
7		, 0.09823	, 1018	, 10
8		, 0.06859	, 1458	, 3
8		, 0.07236	, 1382	, 5
8		, 0.07457	, 1341	, 5
8		, 0.08319	, 1202	, 5
8		, 0.08382	, 1193	, 5
9		, 0.05774	, 1732	, 1
9		, 0.05882	, 1700	, 1
9		, 0.06094	, 1641	, 3
9		, 0.06158	, 1624	, 1
9		, 0.08734	, 1145	, 5
9		, 0.09814	, 1019	, 8
9		, 0.10893	, 918	, 8
10		, 0.05777	, 1731	, 3
10		, 0.05917	, 1690	, 1
10		, 0.06920	, 1445	, 2
10		, 0.08651	, 1156	, 4
10		, 0.09634	, 1038	, 5
10		, 0.09756	, 1025	, 5
10		, 0.09940	, 1006	, 6
10		, 0.10173	, 983	, 8
10		, 0.14409	, 694	, 9
10		, 0.17762	, 563	, 17
11		, 0.10526	, 950	, 5
11		, 0.10858	, 921	, 5
14		, 0.08921	, 1121	, 1
15		, 0.20161	, 496	, 12
15		, 0.20202	, 495	, 12
15		, 0.20202	, 495	, 12
15		, 0.21978	, 455	, 6
34		, 0.81301	, 123	, 23
42		, 1.26582	, 79	, 37
48		, 2.52500	, 40	, 62
137		, 8.83333	, 12	, 84
