

app  = cjpeg
algo = union
arch = virtex
opt  = -ise-alarm-stop=3600 -ise-archi-max-input=4 -ise-archi-max-output=2
gcc =   -emit-llvm
# calculating candidates
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 4
- changing value of MaxOutput_: 2
===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 0.1029 seconds (0.1025 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  ---Mem---  --- Name ---
   0.0919 ( 96.8%)   0.0079 (100.0%)   0.0999 ( 97.0%)   0.0997 ( 97.2%)      11928  instruction-set extension (identification & selection)
   0.0019 (  2.1%)   0.0000 (  0.0%)   0.0019 (  1.9%)   0.0016 (  1.6%)        136  Module Verifier
   0.0010 (  1.0%)   0.0000 (  0.0%)   0.0010 (  0.9%)   0.0011 (  1.1%)      10000  Dominator Tree Construction
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)          0  Preliminary module verification
   0.0949 (100.0%)   0.0079 (100.0%)   0.1029 (100.0%)   0.1025 (100.0%)      22064  TOTAL

# calculating benchmarking results
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 4
- changing value of MaxOutput_: 2
DAG_size	, msecs		, it	, candidate_found
2		, 0.03634	, 2752	, 0
2		, 0.03634	, 2752	, 0
2		, 0.03695	, 2706	, 0
2		, 0.03706	, 2698	, 0
2		, 0.03709	, 2696	, 0
2		, 0.03711	, 2695	, 0
2		, 0.03716	, 2691	, 0
2		, 0.03717	, 2690	, 0
2		, 0.03762	, 2658	, 0
2		, 0.03781	, 2645	, 0
2		, 0.03804	, 2629	, 0
2		, 0.03811	, 2624	, 0
2		, 0.03812	, 2623	, 0
2		, 0.03818	, 2619	, 0
2		, 0.03821	, 2617	, 0
2		, 0.03823	, 2616	, 0
2		, 0.03833	, 2609	, 0
2		, 0.03842	, 2603	, 0
2		, 0.03846	, 2600	, 0
2		, 0.03848	, 2599	, 0
2		, 0.03858	, 2592	, 0
2		, 0.03861	, 2590	, 0
2		, 0.03861	, 2590	, 0
2		, 0.03893	, 2569	, 0
2		, 0.03899	, 2565	, 0
2		, 0.04003	, 2498	, 0
2		, 0.04005	, 2497	, 0
3		, 0.04314	, 2318	, 0
3		, 0.04796	, 2085	, 0
3		, 0.04831	, 2070	, 0
3		, 0.04833	, 2069	, 0
3		, 0.04838	, 2067	, 0
3		, 0.04850	, 2062	, 0
3		, 0.04854	, 2060	, 0
3		, 0.04892	, 2044	, 0
3		, 0.04943	, 2023	, 0
3		, 0.04963	, 2015	, 0
3		, 0.05056	, 1978	, 0
3		, 0.10764	, 929	, 1
3		, 0.11223	, 891	, 1
3		, 0.11274	, 887	, 1
3		, 0.11312	, 884	, 1
3		, 0.11416	, 876	, 1
3		, 0.11442	, 874	, 1
3		, 0.11793	, 848	, 1
3		, 0.11891	, 841	, 1
3		, 0.19493	, 513	, 3
3		, 0.19531	, 512	, 3
3		, 0.19531	, 512	, 3
3		, 0.19608	, 510	, 3
3		, 0.19724	, 507	, 3
